idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w1/nospace,w2/nospace,w1/caps,w2/caps,,nospace:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,caps:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,,nospace/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,caps/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,space/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY
43,alike,j-coordinated,45,high,low,0.9484,low,0.9484,lower,lows,middle,medium,0.8371,high,0.8371,lower,lows,middle,medium,1,1,1,1,,,0.8403,low,0.8403,0.5358,high,0.5358,,0.671,low,0.671,0.4937,high,0.4937,,,0.8403,low,0.8403,lows,mighty,lower,high,0.5358,high,0.5358,lows,mighty,lower,high,,,0.671,low,0.671,mighty,lows,high,lower,0.4937,high,0.4937,mighty,lows,high,lower,,,0.0002,women,0.1056,old,foe,children,girls,0,women,0.0954,old,foe,children,girls
44,alike,j-coordinated,46,honest,dishonest,0.0767,corrupt,0.1672,dishonest,FALSE,biased,misleading,0.2114,honest,0.2114,dishonest,FALSE,biased,misleading,1,0,0,0,,,0.0601,corrupt,0.0729,0.063,dishonest,0.0727,,0.0659,dishonest,0.0659,0.0441,dishonest,0.108,,,0.0601,corrupt,0.0729,dishonest,FALSE,deceptive,misleading,0.063,dishonest,0.0727,dishonest,FALSE,deceptive,misleading,,,0.0659,dishonest,0.0659,corrupt,FALSE,not,honorable,0.0441,dishonest,0.108,corrupt,FALSE,not,honorable,,,0,women,0.1072,old,children,foe,girls,0.0001,women,0.0885,old,children,foe,girls
45,alike,j-coordinated,47,hot,cold,0.8465,cold,0.8465,cool,not,chilly,heavy,0.4243,hot,0.4243,cool,not,chilly,heavy,1,1,1,1,,,0.2839,cold,0.2839,0.3597,hot,0.3597,,0.7019,cold,0.7019,0.4296,hot,0.4296,,,0.2839,cold,0.2839,cool,not,sexy,hot,0.3597,hot,0.3597,cool,not,sexy,hot,,,0.7019,cold,0.7019,cool,not,chilly,dry,0.4296,hot,0.4296,cool,not,chilly,dry,,,0.0002,women,0.1064,old,children,girls,foe,0,women,0.0972,old,children,girls,foe
46,alike,j-coordinated,48,large,small,0.9819,small,0.9819,medium,tiny,little,smaller,0.693,large,0.693,medium,tiny,little,smaller,1,1,1,1,,,0.8978,small,0.8978,0.3891,large,0.3891,,0.9739,small,0.9739,0.343,large,0.343,,,0.8978,small,0.8978,large,smaller,little,tiny,0.3891,large,0.3891,large,smaller,little,tiny,,,0.9739,small,0.9739,little,tiny,Small,medium,0.343,large,0.343,little,tiny,Small,medium,,,0.0043,women,0.1325,old,children,men,foe,0.0005,women,0.1509,old,children,men,foe
47,alike,j-coordinated,49,lean,fat,0.1543,fat,0.1543,heavy,muscular,strong,thick,0.0242,thin,0.1354,heavy,muscular,strong,thick,0,1,0,1,,,0.0074,mean,0.2469,0.0055,fat,0.0351,,0.0082,strong,0.0875,0.0134,thin,0.0343,,,0.0074,mean,0.2469,green,mighty,strong,powerful,0.0055,fat,0.0351,green,mighty,strong,powerful,,,0.0082,strong,0.0875,mean,fast,heavy,fit,0.0134,thin,0.0343,mean,fast,heavy,fit,,,0.0001,women,0.1278,old,girls,men,children,0,women,0.0982,old,girls,men,children
48,alike,j-coordinated,50,legal,illegal,0.2649,illegal,0.2649,criminal,not,otherwise,political,0.911,legal,0.911,criminal,not,otherwise,political,1,1,0,1,,,0.361,illegal,0.361,0.8846,legal,0.8846,,0.0242,moral,0.1331,0.3583,legal,0.3583,,,0.361,illegal,0.361,not,criminal,otherwise,immoral,0.8846,legal,0.8846,not,criminal,otherwise,immoral,,,0.0242,moral,0.1331,political,religious,ethical,criminal,0.3583,legal,0.3583,political,religious,ethical,criminal,,,0,women,0.0733,old,foe,children,politicians,0,women,0.081,old,foe,children,politicians
49,alike,j-coordinated,51,light,dark,0.4362,dark,0.4362,darkness,shadow,shade,shadows,0.9046,light,0.9046,darkness,shadow,shade,shadows,0,1,0,1,,,0.23,darkness,0.3802,0.8643,light,0.8643,,0.345,darkness,0.4199,0.8539,light,0.8539,,,0.23,darkness,0.3802,dark,shadow,shadows,shade,0.8643,light,0.8643,dark,shadow,shadows,shade,,,0.345,darkness,0.4199,dark,shadow,shade,shadows,0.8539,light,0.8539,dark,shadow,shade,shadows,,,0.0004,women,0.0989,old,foe,children,girls,0,women,0.12,old,foe,children,girls
50,alike,j-coordinated,52,light,heavy,0.0004,dark,0.4362,darkness,shadow,shade,shadows,0.8673,light,0.8673,darkness,shadow,shade,shadows,1,1,1,1,,,0.0009,darkness,0.3802,0.5059,light,0.5059,,0.0008,darkness,0.4199,0.4209,light,0.4209,,,0.0009,darkness,0.3802,dark,shadow,shadows,shade,0.5059,light,0.5059,dark,shadow,shadows,shade,,,0.0008,darkness,0.4199,dark,shadow,shade,shadows,0.4209,light,0.4209,dark,shadow,shade,shadows,,,0.0001,women,0.0989,old,foe,children,girls,0,women,0.0947,old,foe,children,girls
51,alike,j-coordinated,53,little,big,0.7438,big,0.7438,large,great,mighty,old,0.0692,small,0.9123,large,great,mighty,old,1,1,1,1,,,0.2647,big,0.2647,0.0787,small,0.8575,,0.3883,big,0.3883,0.0698,small,0.8465,,,0.2647,big,0.2647,large,mighty,all,much,0.0787,small,0.8575,large,mighty,all,much,,,0.3883,big,0.3883,large,mighty,much,all,0.0698,small,0.8465,large,mighty,much,all,,,0.0001,women,0.1605,men,people,more,look,0.0006,women,0.0979,men,people,more,look
52,alike,j-coordinated,54,long,short,0.921,short,0.921,skinny,thin,brief,small,0.819,long,0.819,skinny,thin,brief,small,1,1,1,1,,,0.7851,short,0.7851,0.1976,long,0.1976,,0.8135,short,0.8135,0.2401,long,0.2401,,,0.7851,short,0.7851,thin,shorter,long,the,0.1976,long,0.1976,thin,shorter,long,the,,,0.8135,short,0.8135,thin,the,skinny,lean,0.2401,long,0.2401,thin,the,skinny,lean,,,0,women,0.1098,old,foe,children,girls,0,women,0.1158,old,foe,children,girls
53,alike,j-coordinated,55,love,hate,0.4704,hate,0.4704,lust,hatred,war,friendship,0.7406,love,0.7406,lust,hatred,war,friendship,1,1,1,1,,,0.5653,hate,0.5653,0.7853,love,0.7853,,0.5153,hate,0.5153,0.7597,love,0.7597,,,0.5653,hate,0.5653,lust,hatred,fear,war,0.7853,love,0.7853,lust,hatred,fear,war,,,0.5153,hate,0.5153,lust,war,hatred,fear,0.7597,love,0.7597,lust,war,hatred,fear,,,0.0004,women,0.126,old,men,children,girls,0.0003,women,0.0866,old,men,children,girls
54,alike,j-coordinated,56,lucky,unlucky,0.8105,unlucky,0.8105,poor,unfortunate,lucky,cursed,0.5983,lucky,0.5983,poor,unfortunate,lucky,cursed,1,0,1,0,,,0.515,unlucky,0.515,0.0911,unlucky,0.5903,,0.0846,unlucky,0.0846,0.0897,unlucky,0.6096,,,0.515,unlucky,0.515,cursed,poor,unfortunate,stupid,0.0911,unlucky,0.5903,cursed,poor,unfortunate,stupid,,,0.0846,unlucky,0.0846,cursed,scared,doomed,stupid,0.0897,unlucky,0.6096,cursed,scared,doomed,stupid,,,0,women,0.131,old,children,girls,men,0,women,0.085,old,children,girls,men
55,alike,j-coordinated,57,major,minor,0.8805,minor,0.8805,small,local,regional,independent,0.8592,major,0.8592,small,local,regional,independent,1,0,0,1,,,0.9334,minor,0.9334,0.1307,adult,0.4523,,0.0582,lieutenant,0.0863,0.7263,major,0.7263,,,0.9334,minor,0.9334,small,minors,lesser,indie,0.1307,adult,0.4523,small,minors,lesser,indie,,,0.0582,lieutenant,0.0863,colonel,minor,Sergeant,captain,0.7263,major,0.7263,colonel,minor,Sergeant,captain,,,0.0004,women,0.0662,old,foe,children,fans,0,women,0.1002,old,foe,children,fans
56,alike,j-coordinated,58,male,female,0.9951,female,0.9951,females,Female,woman,male,0.9918,male,0.9918,females,Female,woman,male,1,1,1,1,,,0.983,female,0.983,0.974,male,0.974,,0.8077,female,0.8077,0.8857,male,0.8857,,,0.983,female,0.983,females,woman,male,Female,0.974,male,0.974,females,woman,male,Female,,,0.8077,female,0.8077,Female,females,woman,male,0.8857,male,0.8857,Female,females,woman,male,,,0.0104,women,0.1098,old,girls,children,foe,0.0011,women,0.1177,old,girls,children,foe
57,alike,j-coordinated,59,married,unmarried,0.1753,single,0.4947,unmarried,divorced,singles,not,0.7291,married,0.7291,unmarried,divorced,singles,not,1,0,1,1,,,0.0536,single,0.337,0.1047,divorced,0.1737,,0.0917,divorced,0.3366,0.4137,married,0.4137,,,0.0536,single,0.337,divorced,unmarried,not,singles,0.1047,divorced,0.1737,divorced,unmarried,not,singles,,,0.0917,divorced,0.3366,single,unmarried,separated,not,0.4137,married,0.4137,single,unmarried,separated,not,,,0,women,0.1641,men,girls,children,old,0,women,0.2042,men,girls,children,old
58,alike,j-coordinated,60,masculine,feminine,0.9741,feminine,0.9741,female,masculine,femin,feminist,0.9247,masculine,0.9247,female,masculine,femin,feminist,1,1,1,1,,,0.7585,feminine,0.7585,0.7948,masculine,0.7948,,0.7921,feminine,0.7921,0.5272,masculine,0.5272,,,0.7585,feminine,0.7585,female,masculine,homosexual,feminist,0.7948,masculine,0.7948,female,masculine,homosexual,feminist,,,0.7921,feminine,0.7921,female,masculine,feminist,patriarchal,0.5272,masculine,0.5272,female,masculine,feminist,patriarchal,,,0,women,0.106,old,foe,children,girls,0,women,0.1154,old,foe,children,girls
59,alike,j-coordinated,61,narrow,wide,0.7322,wide,0.7322,broad,long,deep,tall,0.3365,narrow,0.3365,broad,long,deep,tall,1,0,1,1,,,0.6884,wide,0.6884,0.0568,small,0.235,,0.7287,wide,0.7287,0.3755,narrow,0.3755,,,0.6884,wide,0.6884,broad,long,deep,wider,0.0568,small,0.235,broad,long,deep,wider,,,0.7287,wide,0.7287,broad,deep,wider,long,0.3755,narrow,0.3755,broad,deep,wider,long,,,0.0001,women,0.2003,men,girls,children,old,0,women,0.1527,men,girls,children,old
60,alike,j-coordinated,62,national,medical,0,local,0.5366,international,regional,state,provincial,0.0003,academic,0.0662,international,regional,state,provincial,1,1,1,1,,,0,local,0.3407,0.0002,religious,0.0421,,0,local,0.5413,0.0002,religious,0.056,,,0,local,0.3407,international,regional,state,provincial,0.0002,religious,0.0421,international,regional,state,provincial,,,0,local,0.5413,international,regional,state,provincial,0.0002,religious,0.056,international,regional,state,provincial,,,0,women,0.0934,old,children,foe,girls,0.0002,women,0.0627,old,children,foe,girls
61,alike,j-coordinated,63,natural,artificial,0.3314,artificial,0.3314,unnatural,human,supernatural,synthetic,0.3156,natural,0.3156,unnatural,human,supernatural,synthetic,0,1,1,1,,,0.1232,synthetic,0.1864,0.7047,natural,0.7047,,0.3302,artificial,0.3302,0.6846,natural,0.6846,,,0.1232,synthetic,0.1864,artificial,human,unnatural,educated,0.7047,natural,0.7047,artificial,human,unnatural,educated,,,0.3302,artificial,0.3302,synthetic,unnatural,manufactured,engineered,0.6846,natural,0.6846,synthetic,unnatural,manufactured,engineered,,,0,women,0.1731,men,girls,children,old,0,women,0.0897,men,girls,children,old
62,alike,j-coordinated,64,necessary,proper,0.0017,desirable,0.1224,unnecessary,undesirable,frivolous,not,0.0007,improper,0.2375,unnecessary,undesirable,frivolous,not,1,1,1,1,,,0.0012,unnecessary,0.1373,0.0017,improper,0.1029,,0.0003,inconvenient,0.0732,0.0011,improper,0.1538,,,0.0012,unnecessary,0.1373,wanted,not,impractical,optional,0.0017,improper,0.1029,wanted,not,impractical,optional,,,0.0003,inconvenient,0.0732,desirable,unnecessary,undesirable,not,0.0011,improper,0.1538,desirable,unnecessary,undesirable,not,,,0,women,0.1167,old,men,foe,children,0,women,0.0975,old,men,foe,children
63,alike,j-coordinated,66,old,new,0.1939,young,0.7964,new,younger,inexperienced,youth,0.976,old,0.976,new,younger,inexperienced,youth,1,1,1,1,,,0.2692,young,0.7133,0.9717,old,0.9717,,0.1009,young,0.8897,0.9673,old,0.9673,,,0.2692,young,0.7133,new,younger,youth,fresh,0.9717,old,0.9717,new,younger,youth,fresh,,,0.1009,young,0.8897,new,Young,youth,younger,0.9673,old,0.9673,new,Young,youth,younger,,,0.0019,women,0.1294,old,foe,children,girls,0.0482,women,0.0956,old,foe,children,girls
64,alike,j-coordinated,67,open,closed,0.5582,closed,0.5582,shut,exclusive,secret,private,0.5659,open,0.5659,shut,exclusive,secret,private,1,1,1,1,,,0.3379,closed,0.3379,0.4915,open,0.4915,,0.5023,closed,0.5023,0.5327,open,0.5327,,,0.3379,closed,0.3379,shut,close,not,secret,0.4915,open,0.4915,shut,close,not,secret,,,0.5023,closed,0.5023,shut,close,locked,not,0.5327,open,0.5327,shut,close,locked,not,,,0,women,0.1122,old,children,girls,men,0.0001,women,0.1173,old,children,girls,men
65,alike,j-coordinated,70,optimistic,pessimistic,0.5138,pessimistic,0.5138,fearful,skeptical,cynical,cautious,0.6598,optimistic,0.6598,fearful,skeptical,cynical,cautious,1,1,1,1,,,0.6498,pessimistic,0.6498,0.5875,optimistic,0.5875,,0.3231,pessimistic,0.3231,0.6363,optimistic,0.6363,,,0.6498,pessimistic,0.6498,skeptical,cynical,realistic,fearful,0.5875,optimistic,0.5875,skeptical,cynical,realistic,fearful,,,0.3231,pessimistic,0.3231,realistic,cynical,pragmatic,skeptical,0.6363,optimistic,0.6363,realistic,cynical,pragmatic,skeptical,,,0,women,0.0932,old,foe,children,girls,0,women,0.0888,old,foe,children,girls
66,alike,j-coordinated,71,popular,early,0.0001,obscure,0.0601,critical,mainstream,not,academic,0.0022,later,0.3542,critical,mainstream,not,academic,1,1,1,1,,,0.0001,controversial,0.0414,0.0004,late,0.3099,,0.0001,critical,0.0308,0.0008,late,0.488,,,0.0001,controversial,0.0414,not,obscure,unpopular,popular,0.0004,late,0.3099,not,obscure,unpopular,popular,,,0.0001,critical,0.0308,controversial,not,mainstream,critics,0.0008,late,0.488,controversial,not,mainstream,critics,,,0,women,0.0862,old,foe,children,girls,0.0002,women,0.0981,old,foe,children,girls
67,alike,j-coordinated,72,possible,impossible,0.0656,probable,0.2828,unlikely,impossible,likely,not,0.0779,possible,0.0779,unlikely,impossible,likely,not,0,0,1,0,,,0.1841,impossible,0.1841,0.0554,impossible,0.1421,,0.1238,probable,0.1648,0.0656,impossible,0.1414,,,0.1841,impossible,0.1841,unlikely,not,probable,improbable,0.0554,impossible,0.1421,unlikely,not,probable,improbable,,,0.1238,probable,0.1648,unlikely,impossible,not,improbable,0.0656,impossible,0.1414,unlikely,impossible,not,improbable,,,0,women,0.0935,old,foe,children,girls,0,women,0.0988,old,foe,children,girls
68,alike,j-coordinated,74,public,private,0.7399,private,0.7399,media,press,politicians,professional,0.9205,public,0.9205,media,press,politicians,professional,1,1,1,1,,,0.4718,private,0.4718,0.8865,public,0.8865,,0.3635,private,0.3635,0.936,public,0.936,,,0.4718,private,0.4718,press,media,business,politicians,0.8865,public,0.8865,press,media,business,politicians,,,0.3635,private,0.3635,media,press,politicians,business,0.936,public,0.936,media,press,politicians,business,,,0.0012,women,0.0643,old,foe,politicians,children,0.0095,women,0.0829,old,foe,politicians,children
69,alike,j-coordinated,75,publicly,privately,0.9518,privately,0.9518,secretly,private,anonymously,internally,0.9317,publicly,0.9317,secretly,private,anonymously,internally,1,1,1,1,,,0.9493,privately,0.9493,0.8023,publicly,0.8023,,0.934,privately,0.934,0.9542,publicly,0.9542,,,0.9493,privately,0.9493,private,secretly,anonymously,commercially,0.8023,publicly,0.8023,private,secretly,anonymously,commercially,,,0.934,privately,0.934,private,secretly,anonymously,otherwise,0.9542,publicly,0.9542,private,secretly,anonymously,otherwise,,,0,women,0.0793,old,foe,children,girls,0,women,0.0794,old,foe,children,girls
70,alike,j-coordinated,76,quickly,slowly,0.1857,slowly,0.1857,efficiently,patiently,quietly,easily,0.2582,quickly,0.2582,efficiently,patiently,quietly,easily,1,1,1,1,,,0.0402,slowly,0.0402,0.2445,quickly,0.2445,,0.1256,slowly,0.1256,0.2526,quickly,0.2526,,,0.0402,slowly,0.0402,quickly,painfully,easily,efficiently,0.2445,quickly,0.2445,quickly,painfully,easily,efficiently,,,0.1256,slowly,0.1256,patiently,quietly,carefully,painfully,0.2526,quickly,0.2526,patiently,quietly,carefully,painfully,,,0,women,0.1151,old,children,girls,men,0,women,0.1709,old,children,girls,men
71,alike,j-coordinated,77,rapid,slow,0.4334,slow,0.4334,steady,sluggish,slower,gentle,0.0046,fast,0.8436,steady,sluggish,slower,gentle,1,1,1,1,,,0.1553,slow,0.1553,0.0068,fast,0.2643,,0.318,slow,0.318,0.0029,fast,0.1334,,,0.1553,slow,0.1553,furious,steady,unpredictable,predictable,0.0068,fast,0.2643,furious,steady,unpredictable,predictable,,,0.318,slow,0.318,steady,sluggish,predictable,furious,0.0029,fast,0.1334,steady,sluggish,predictable,furious,,,0,women,0.1152,old,foe,children,men,0,women,0.1353,old,foe,children,men
72,alike,j-coordinated,78,rare,common,0.2229,common,0.2229,popular,expensive,ordinary,valuable,0.0856,rare,0.0856,popular,expensive,ordinary,valuable,1,1,1,1,,,0.2245,common,0.2245,0.1922,rare,0.1922,,0.4883,common,0.4883,0.1691,rare,0.1691,,,0.2245,common,0.2245,expensive,not,valuable,precious,0.1922,rare,0.1922,expensive,not,valuable,precious,,,0.4883,common,0.4883,not,ordinary,uncommon,ubiquitous,0.1691,rare,0.1691,not,ordinary,uncommon,ubiquitous,,,0,women,0.0986,old,children,foe,girls,0,women,0.1377,old,children,foe,girls
73,alike,j-coordinated,79,relevant,appropriate,0.0003,irrelevant,0.2889,obscure,obsolete,not,trivial,0.0015,inappropriate,0.4815,obscure,obsolete,not,trivial,1,1,1,1,,,0.0003,irrelevant,0.3782,0.0004,ignorant,0.0428,,0.0007,irrelevant,0.2114,0.0026,inappropriate,0.1174,,,0.0003,irrelevant,0.3782,obscure,trivial,relevant,not,0.0004,ignorant,0.0428,obscure,trivial,relevant,not,,,0.0007,irrelevant,0.2114,obscure,outdated,relevant,obsolete,0.0026,inappropriate,0.1174,obscure,outdated,relevant,obsolete,,,0,women,0.0909,old,children,foe,girls,0,women,0.0938,old,children,foe,girls
74,alike,j-coordinated,80,reward,punishment,0.3357,punishment,0.3357,risk,cost,abuse,threat,0.2976,reward,0.2976,risk,cost,abuse,threat,1,1,1,1,,,0.446,punishment,0.446,0.163,reward,0.163,,0.4038,punishment,0.4038,0.2273,reward,0.2273,,,0.446,punishment,0.446,risk,abuse,consequence,penalty,0.163,reward,0.163,risk,abuse,consequence,penalty,,,0.4038,punishment,0.4038,risk,cost,reward,abuse,0.2273,reward,0.2273,risk,cost,reward,abuse,,,0,women,0.1155,men,girls,children,old,0,women,0.0924,men,girls,children,old
75,alike,j-coordinated,81,rich,poor,0.994,poor,0.994,famous,impoverished,needy,poorer,0.9107,rich,0.9107,famous,impoverished,needy,poorer,1,1,1,1,,,0.9949,poor,0.9949,0.9424,rich,0.9424,,0.9948,poor,0.9948,0.9361,rich,0.9361,,,0.9949,poor,0.9949,poorer,needy,humble,impoverished,0.9424,rich,0.9424,poorer,needy,humble,impoverished,,,0.9948,poor,0.9948,poorer,Poor,famous,needy,0.9361,rich,0.9361,poorer,Poor,famous,needy,,,0.0065,women,0.1001,old,foe,children,girls,0.0009,women,0.1036,old,foe,children,girls
76,alike,j-coordinated,82,right,wrong,0.0017,left,0.9933,Left,wrong,center,leftist,0.9025,right,0.9025,Left,wrong,center,leftist,1,1,1,1,,,0.0269,left,0.9161,0.8287,right,0.8287,,0.0086,left,0.8349,0.5007,right,0.5007,,,0.0269,left,0.9161,wrong,liberals,center,Left,0.8287,right,0.8287,wrong,liberals,center,Left,,,0.0086,left,0.8349,Left,wrong,center,leftist,0.5007,right,0.5007,Left,wrong,center,leftist,,,0.0024,women,0.1074,old,foe,children,girls,0.0067,women,0.083,old,foe,children,girls
77,alike,j-coordinated,83,rightly,wrongly,0.9658,wrongly,0.9658,incorrectly,falsely,unfairly,mistakenly,0.6105,rightly,0.6105,incorrectly,falsely,unfairly,mistakenly,1,1,1,1,,,0.9467,wrongly,0.9467,0.5077,rightly,0.5077,,0.9651,wrongly,0.9651,0.2175,rightly,0.2175,,,0.9467,wrongly,0.9467,falsely,wrong,rightfully,incorrectly,0.5077,rightly,0.5077,falsely,wrong,rightfully,incorrectly,,,0.9651,wrongly,0.9651,wrong,falsely,incorrectly,rightfully,0.2175,rightly,0.2175,wrong,falsely,incorrectly,rightfully,,,0,women,0.0955,old,foe,children,girls,0,women,0.0778,old,foe,children,girls
78,alike,j-coordinated,84,rough,smooth,0.3487,smooth,0.3487,polished,refined,beautiful,fair,0.1097,rough,0.1097,polished,refined,beautiful,fair,1,0,0,0,,,0.3585,smooth,0.3585,0.0087,hard,0.0473,,0.1953,tumble,0.2475,0.0078,hard,0.0347,,,0.3585,smooth,0.3585,tumble,fair,polished,ready,0.0087,hard,0.0473,tumble,fair,polished,ready,,,0.1953,tumble,0.2475,smooth,fair,ready,tough,0.0078,hard,0.0347,smooth,fair,ready,tough,,,0,women,0.1478,old,girls,children,men,0,women,0.1261,old,girls,children,men
79,alike,j-coordinated,85,rural,urban,0.9342,urban,0.9342,city,suburban,metropolitan,cities,0.8316,rural,0.8316,city,suburban,metropolitan,cities,1,1,1,1,,,0.94,urban,0.94,0.7881,rural,0.7881,,0.9215,urban,0.9215,0.7251,rural,0.7251,,,0.94,urban,0.94,city,suburban,metropolitan,coastal,0.7881,rural,0.7881,city,suburban,metropolitan,coastal,,,0.9215,urban,0.9215,city,suburban,metropolitan,Urban,0.7251,rural,0.7251,city,suburban,metropolitan,Urban,,,0,women,0.078,old,foe,children,girls,0.0002,women,0.0815,old,foe,children,girls
80,alike,j-coordinated,86,sad,glad,0.0022,happy,0.3543,funny,angry,beautiful,hopeful,0.3126,sad,0.3126,funny,angry,beautiful,hopeful,1,0,1,0,,,0.0013,happy,0.2374,0.0633,scared,0.1219,,0.0035,happy,0.3342,0.0433,scared,0.0538,,,0.0013,happy,0.2374,angry,funny,beautiful,hopeful,0.0633,scared,0.1219,angry,funny,beautiful,hopeful,,,0.0035,happy,0.3342,angry,proud,hopeful,funny,0.0433,scared,0.0538,angry,proud,hopeful,funny,,,0,women,0.1062,old,children,girls,men,0.0002,women,0.111,old,children,girls,men
81,alike,j-coordinated,87,serious,financial,0.0001,casual,0.0988,playful,silly,fun,amateur,0.0001,political,0.2857,playful,silly,fun,amateur,1,1,1,1,,,0,silly,0.166,0.0001,political,0.1422,,0,playful,0.2146,0.0001,political,0.1589,,,0,silly,0.166,casual,playful,amateur,frivolous,0.0001,political,0.1422,casual,playful,amateur,frivolous,,,0,playful,0.2146,silly,frivolous,fun,casual,0.0001,political,0.1589,silly,frivolous,fun,casual,,,0,women,0.0746,old,foe,children,girls,0.0001,women,0.0779,old,foe,children,girls
82,alike,j-coordinated,88,simple,effective,0.0007,elegant,0.1974,complicated,complex,sophisticated,beautiful,0.0024,ineffective,0.0675,complicated,complex,sophisticated,beautiful,1,1,1,1,,,0.0002,complex,0.0505,0.0023,ineffective,0.1049,,0.0001,all,0.0923,0.0028,ineffective,0.0741,,,0.0002,complex,0.0505,all,complicated,simple,not,0.0023,ineffective,0.1049,all,complicated,simple,not,,,0.0001,all,0.0923,not,very,more,think,0.0028,ineffective,0.0741,not,very,more,think,,,0,women,0.2131,men,girls,people,children,0.0002,women,0.1225,men,girls,people,children
83,alike,j-coordinated,89,slim,fat,0.2461,fat,0.2461,tall,thick,muscular,bulky,0.0318,thin,0.1354,tall,thick,muscular,bulky,1,1,0,1,,,0.1024,fat,0.1024,0.0064,fat,0.0351,,0.0164,strong,0.0512,0.0112,thin,0.0343,,,0.1024,fat,0.1024,muscular,big,tall,bulky,0.0064,fat,0.0351,muscular,big,tall,bulky,,,0.0164,strong,0.0512,muscular,fit,tough,powerful,0.0112,thin,0.0343,muscular,fit,tough,powerful,,,0.0001,women,0.1157,old,children,girls,foe,0,women,0.0982,old,children,girls,foe
84,alike,j-coordinated,90,strange,normal,0.0162,familiar,0.6095,common,ordinary,normal,mundane,0.0151,abnormal,0.14,common,ordinary,normal,mundane,1,1,1,1,,,0.0565,familiar,0.3192,0.0145,not,0.1541,,0.0471,familiar,0.3376,0.0085,crazy,0.112,,,0.0565,familiar,0.3192,normal,ordinary,beautiful,common,0.0145,not,0.1541,normal,ordinary,beautiful,common,,,0.0471,familiar,0.3376,ordinary,common,normal,strange,0.0085,crazy,0.112,ordinary,common,normal,strange,,,0,women,0.1623,men,old,girls,children,0,women,0.1285,men,old,girls,children
