idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
105,XbutY,contrastive,4,beautiful,ugly,0.0088,dangerous,0.069,...,not,fragile,…,0.0137,simple,0.0585,...,not,fragile,…,0.0574,beautiful,0.0574,...,not,fragile,…,0.0284,anything,0.0837,...,not,fragile,…
106,XyetY,contrastive,4,beautiful,ugly,0.0046,mysterious,0.0536,terrifying,humble,flawed,dangerous,0.0087,simple,0.1917,terrifying,humble,flawed,dangerous,0.2779,beautiful,0.2779,terrifying,humble,flawed,dangerous,0.023,not,0.5342,terrifying,humble,flawed,dangerous
107,versus,j-residual,4,beautiful,ugly,0.3423,ugly,0.3423,beautiful,perfect,average,hideous,0.428,ugly,0.428,beautiful,perfect,average,hideous,0.2774,beautiful,0.2774,beautiful,perfect,average,hideous,0.2009,beautiful,0.2009,beautiful,perfect,average,hideous
108,alike,j-coordinated,5,begin,end,0.8538,end,0.8538,finish,ends,ending,continue,0.4539,end,0.4539,finish,ends,ending,continue,0.0077,beginning,0.7923,finish,ends,ending,continue,0.0026,beginning,0.8583,finish,ends,ending,continue
109,whether,j-coordinated,5,begin,end,0.6729,end,0.6729,finish,stop,close,continue,0.3973,end,0.3973,finish,stop,close,continue,0.1221,beginning,0.2606,finish,stop,close,continue,0.0338,beginning,0.6889,finish,stop,close,continue
110,either,j-coordinated,5,begin,end,0.6113,end,0.6113,stop,close,continue,finish,0.1997,stop,0.2257,stop,close,continue,finish,0.258,start,0.3543,stop,close,continue,finish,0.3782,start,0.3843,stop,close,continue,finish
111,neither,j-coordinated,5,begin,end,0.7056,end,0.7056,finish,continue,cease,conclude,0.306,end,0.306,finish,continue,cease,conclude,0.0127,beginning,0.8538,finish,continue,cease,conclude,0.0103,beginning,0.9031,finish,continue,cease,conclude
112,both,j-coordinated,5,begin,end,0.8472,end,0.8472,finish,close,ends,ending,0.6295,end,0.6295,finish,close,ends,ending,0.0395,beginning,0.1542,finish,close,ends,ending,0.0086,beginning,0.6831,finish,close,ends,ending
113,aswellas,j-coordinated,5,begin,end,0.3035,end,0.3035,finish,</s>,the,",",0.1674,end,0.1674,finish,</s>,the,",",0.0636,</s>,0.1265,finish,</s>,the,",",0.0193,beginning,0.6518,finish,</s>,the,","
114,or,j-coordinated,5,begin,end,0.425,end,0.425,finish,</s>,stop,.,0.1725,end,0.1725,finish,</s>,stop,.,0.161,start,0.2789,finish,</s>,stop,.,0.2268,start,0.3112,finish,</s>,stop,.
115,and,j-coordinated,5,begin,end,0.6715,end,0.6715,finish,</s>,.,begin,0.1427,",",0.1801,finish,</s>,.,begin,0.0563,end,0.24,finish,</s>,.,begin,0.0793,beginning,0.2351,finish,</s>,.,begin
116,XnotY,j-negated,5,begin,end,0.0076,.,0.0552,:,at,to,</s>,0.0,did,0.4018,:,at,to,</s>,0.0001,specified,0.3046,:,at,to,</s>,0.0,does,0.5592,:,at,to,</s>
117,XcommanotY,j-negated,5,begin,end,0.4096,end,0.4096,begin,finish,complete,start,0.3603,end,0.3603,begin,finish,complete,start,0.0047,end,0.0892,begin,finish,complete,start,0.009,beginning,0.2542,begin,finish,complete,start
118,notXbutY,j-negated,5,begin,end,0.1765,end,0.1765,finish,...,continue,begin,0.2085,finish,0.3011,finish,...,continue,begin,0.018,beginning,0.4029,finish,...,continue,begin,0.004,beginning,0.5465,finish,...,continue,begin
119,notXcommaY,j-negated,5,begin,end,0.0344,but,0.1441,end,or,stop,and,0.1155,end,0.1155,end,or,stop,and,0.0116,but,0.2531,end,or,stop,and,0.0003,ification,0.0553,end,or,stop,and
120,XandnotY,j-negated,5,begin,end,0.6219,end,0.6219,finish,begin,stop,.,0.1251,stop,0.1656,finish,begin,stop,.,0.0891,end,0.1262,finish,begin,stop,.,0.0278,beginning,0.1421,finish,begin,stop,.
121,insteadof,j-negated,5,begin,end,0.2719,end,0.2719,ending,the,.,start,0.2958,end,0.2958,ending,the,.,start,0.1234,start,0.2912,ending,the,.,start,0.0221,middle,0.0491,ending,the,.,start
122,opposedto,j-negated,5,begin,end,0.2591,end,0.2591,.,the,</s>,ending,0.1788,end,0.1788,.,the,</s>,ending,0.0214,end,0.1526,.,the,</s>,ending,0.0115,beginning,0.0922,.,the,</s>,ending
123,XbutnotY,restrictive,5,begin,end,0.5097,end,0.5097,finish,complete,continue,completed,0.1613,end,0.1613,finish,complete,continue,completed,0.1897,begin,0.1897,finish,complete,continue,completed,0.0034,beginning,0.3459,finish,complete,continue,completed
124,notXbutnotY,negatedX2,5,begin,end,0.3887,end,0.3887,finish,begin,complete,finished,0.3674,end,0.3674,finish,begin,complete,finished,0.0085,beginning,0.4271,finish,begin,complete,finished,0.0032,beginning,0.5825,finish,begin,complete,finished
125,notonlyXbutY,additive,5,begin,end,0.0096,also,0.0735,continue,...,eventually,to,0.0671,stop,0.1334,continue,...,eventually,to,0.0247,also,0.0374,continue,...,eventually,to,0.0739,start,0.175,continue,...,eventually,to
126,notXbutjustY,restrictive,5,begin,end,0.0232,start,0.196,beginning,begin,begun,started,0.1171,finish,0.1928,beginning,begin,begun,started,0.0059,beginning,0.2545,beginning,begin,begun,started,0.0002,end,0.1041,beginning,begin,begun,started
127,morethan,j-comparative,5,begin,end,0.0125,finish,0.066,ever,expected,not,later,0.4448,end,0.4448,ever,expected,not,later,0.0008,means,0.9586,ever,expected,not,later,0.0026,beginning,0.4087,ever,expected,not,later
128,ratherthan,j-comparative,5,begin,end,0.7053,end,0.7053,finish,stop,ending,start,0.1728,end,0.1728,finish,stop,ending,start,0.1021,beginning,0.406,finish,stop,ending,start,0.0299,beginning,0.423,finish,stop,ending,start
129,between,j-distinguished,5,begin,end,0.8929,end,0.8929,finish,middle,mid,conclusion,0.5949,end,0.5949,finish,middle,mid,conclusion,0.0241,beginning,0.5004,finish,middle,mid,conclusion,0.0083,beginning,0.4766,finish,middle,mid,conclusion
130,fromto,j-transitional,5,begin,end,0.9661,end,0.9661,finish,close,conclusion,completion,0.0427,begin,0.1395,finish,close,conclusion,completion,0.0059,end,0.6896,finish,close,conclusion,completion,0.0341,beginning,0.4735,finish,close,conclusion,completion
131,question,j-interrogative,5,begin,end,0.8342,end,0.8342,finish,close,stop,ending,0.5091,end,0.5091,finish,close,stop,ending,0.0814,beginning,0.4517,finish,close,stop,ending,0.0279,beginning,0.5865,finish,close,stop,ending
132,XbutY,contrastive,5,begin,end,0.0648,...,0.0898,fail,end,...,not,0.001,all,0.4564,fail,end,...,not,0.0116,...,0.1115,fail,end,...,not,0.0008,all,0.8739,fail,end,...,not
133,XyetY,contrastive,5,begin,end,0.0001,?,0.3421,.,...,:,!,0.0001,not,0.6528,.,...,:,!,0.0002,.,0.2823,.,...,:,!,0.0,not,0.7242,.,...,:,!
134,versus,j-residual,5,begin,end,0.6664,end,0.6664,</s>,finish,start,current,0.6297,end,0.6297,</s>,finish,start,current,0.0017,end,0.0575,</s>,finish,start,current,0.0098,beginning,0.2412,</s>,finish,start,current
135,alike,j-coordinated,6,big,small,0.9123,small,0.9123,little,tiny,medium,smaller,0.7824,small,0.7824,little,tiny,medium,smaller,0.2257,large,0.693,little,tiny,medium,smaller,0.5825,big,0.5825,little,tiny,medium,smaller
136,whether,j-coordinated,6,big,small,0.8629,small,0.8629,little,tiny,not,smaller,0.7658,small,0.7658,little,tiny,not,smaller,0.0962,large,0.7304,little,tiny,not,smaller,0.6228,big,0.6228,little,tiny,not,smaller
137,either,j-coordinated,6,big,small,0.8324,small,0.8324,little,tiny,medium,smaller,0.7885,small,0.7885,little,tiny,medium,smaller,0.0292,large,0.463,little,tiny,medium,smaller,0.1898,large,0.6195,little,tiny,medium,smaller
138,neither,j-coordinated,6,big,small,0.7757,small,0.7757,little,tiny,big,bad,0.68,small,0.68,little,tiny,big,bad,0.1868,large,0.5789,little,tiny,big,bad,0.4956,big,0.4956,little,tiny,big,bad
139,both,j-coordinated,6,big,small,0.886,small,0.886,little,tiny,smaller,medium,0.739,small,0.739,little,tiny,smaller,medium,0.161,large,0.672,little,tiny,smaller,medium,0.5861,big,0.5861,little,tiny,smaller,medium
140,aswellas,j-coordinated,6,big,small,0.2795,small,0.2795,fast,little,strong,beautiful,0.3028,small,0.3028,fast,little,strong,beautiful,0.1272,large,0.6492,fast,little,strong,beautiful,0.2015,large,0.56,fast,little,strong,beautiful
141,or,j-coordinated,6,big,small,0.92,small,0.92,little,medium,tiny,smaller,0.7851,small,0.7851,little,medium,tiny,smaller,0.0111,large,0.398,little,medium,tiny,smaller,0.1502,large,0.5725,little,medium,tiny,smaller
142,and,j-coordinated,6,big,small,0.4332,small,0.4332,little,beautiful,bold,fast,0.0435,old,0.0962,little,beautiful,bold,fast,0.0023,insignificant,0.031,little,beautiful,bold,fast,0.4545,big,0.4545,little,beautiful,bold,fast
143,XnotY,j-negated,6,big,small,0.0713,big,0.105,small,.,large,bad,0.0001,but,0.7187,small,.,large,bad,0.0032,epad,0.0457,small,.,large,bad,0.0,but,0.7386,small,.,large,bad
144,XcommanotY,j-negated,6,big,small,0.0323,big,0.0919,large,small,much,huge,0.2125,small,0.2125,large,small,much,huge,0.0075,measurable,0.0755,large,small,much,huge,0.0664,small,0.1051,large,small,much,huge
145,notXbutY,j-negated,6,big,small,0.0262,big,0.1,close,good,still,small,0.1332,big,0.1958,close,good,still,small,0.0413,small,0.0677,close,good,still,small,0.0986,small,0.2152,close,good,still,small
146,notXcommaY,j-negated,6,big,small,0.0123,but,0.3343,yet,so,though,big,0.2708,small,0.2708,yet,so,though,big,0.0133,but,0.3172,yet,so,though,big,0.1053,large,0.1365,yet,so,though,big
147,XandnotY,j-negated,6,big,small,0.0487,small,0.0487,.,cheap,big,pretty,0.2486,small,0.2486,.,cheap,big,pretty,0.004,visible,0.1022,.,cheap,big,pretty,0.0235,small,0.0754,.,cheap,big,pretty
148,insteadof,j-negated,6,big,small,0.4652,small,0.4652,big,little,tiny,large,0.2961,small,0.2961,big,little,tiny,large,0.0977,large,0.4635,big,little,tiny,large,0.0635,small,0.2748,big,little,tiny,large
149,opposedto,j-negated,6,big,small,0.4582,small,0.4582,big,little,large,tiny,0.447,small,0.447,big,little,large,tiny,0.0419,large,0.4203,big,little,large,tiny,0.0994,large,0.4623,big,little,large,tiny
150,XbutnotY,restrictive,6,big,small,0.0045,huge,0.1082,great,massive,big,spectacular,0.0587,big,0.0699,great,massive,big,spectacular,0.0013,insignificant,0.6171,great,massive,big,spectacular,0.0029,small,0.0915,great,massive,big,spectacular
151,notXbutnotY,negatedX2,6,big,small,0.4436,small,0.4436,bad,insignificant,little,great,0.4934,small,0.4934,bad,insignificant,little,great,0.2314,large,0.2839,bad,insignificant,little,great,0.4144,big,0.4144,bad,insignificant,little,great
152,notonlyXbutY,additive,6,big,small,0.0115,powerful,0.0356,strong,big,fast,also,0.0438,good,0.1151,strong,big,fast,also,0.0013,weak,0.0325,strong,big,fast,also,0.0132,small,0.0296,strong,big,fast,also
153,notXbutjustY,restrictive,6,big,small,0.0483,about,0.0844,enough,big,right,small,0.0067,huge,0.1659,enough,big,right,small,0.0192,about,0.0776,enough,big,right,small,0.0332,small,0.1619,enough,big,right,small
154,morethan,j-comparative,6,big,small,0.0134,life,0.1115,ever,that,you,this,0.0981,small,0.0981,ever,that,you,this,0.0017,average,0.0932,ever,that,you,this,0.189,big,0.189,ever,that,you,this
155,ratherthan,j-comparative,6,big,small,0.4281,small,0.4281,little,big,tiny,fat,0.302,small,0.302,little,big,tiny,fat,0.1062,large,0.3617,little,big,tiny,fat,0.1318,medium,0.1322,little,big,tiny,fat
156,between,j-distinguished,6,big,small,0.6547,small,0.6547,little,big,medium,tiny,0.6664,small,0.6664,little,big,medium,tiny,0.0635,medium,0.4403,little,big,medium,tiny,0.1806,medium,0.4644,little,big,medium,tiny
157,fromto,j-transitional,6,big,small,0.598,small,0.598,little,tiny,big,medium,0.6656,small,0.6656,little,tiny,big,medium,0.1531,large,0.4919,little,tiny,big,medium,0.2131,large,0.5669,little,tiny,big,medium
158,question,j-interrogative,6,big,small,0.8205,small,0.8205,little,tiny,medium,smaller,0.6593,small,0.6593,little,tiny,medium,smaller,0.1611,large,0.4758,little,tiny,medium,smaller,0.51,big,0.51,little,tiny,medium,smaller
159,XbutY,contrastive,6,big,small,0.0536,small,0.0536,slow,...,not,...,0.238,small,0.238,slow,...,not,...,0.0014,mighty,0.0578,slow,...,not,...,0.0089,all,0.0563,slow,...,not,...
160,XyetY,contrastive,6,big,small,0.0331,?,0.2091,.,small,...,!,0.0023,not,0.9732,.,small,...,!,0.0052,powerful,0.146,.,small,...,!,0.0184,not,0.3948,.,small,...,!
161,versus,j-residual,6,big,small,0.7329,small,0.7329,little,big,tiny,medium,0.6132,small,0.6132,little,big,tiny,medium,0.0713,large,0.7247,little,big,tiny,medium,0.1777,large,0.6728,little,big,tiny,medium
162,alike,j-coordinated,7,black,white,0.9445,white,0.9445,brown,whites,Latino,Hispanic,0.9394,white,0.9394,brown,whites,Latino,Hispanic,0.7981,black,0.7981,brown,whites,Latino,Hispanic,0.948,black,0.948,brown,whites,Latino,Hispanic
163,whether,j-coordinated,7,black,white,0.8678,white,0.8678,brown,not,otherwise,Hispanic,0.9738,white,0.9738,brown,not,otherwise,Hispanic,0.6206,black,0.6206,brown,not,otherwise,Hispanic,0.963,black,0.963,brown,not,otherwise,Hispanic
164,either,j-coordinated,7,black,white,0.4572,white,0.4572,brown,Hispanic,gray,Latino,0.6647,white,0.6647,brown,Hispanic,gray,Latino,0.2642,black,0.2642,brown,Hispanic,gray,Latino,0.805,black,0.805,brown,Hispanic,gray,Latino
165,neither,j-coordinated,7,black,white,0.9639,white,0.9639,brown,whites,blue,red,0.9276,white,0.9276,brown,whites,blue,red,0.7761,black,0.7761,brown,whites,blue,red,0.9696,black,0.9696,brown,whites,blue,red
166,both,j-coordinated,7,black,white,0.8314,white,0.8314,brown,whites,Hispanic,women,0.799,white,0.799,brown,whites,Hispanic,women,0.41,black,0.41,brown,whites,Hispanic,women,0.8699,black,0.8699,brown,whites,Hispanic,women
167,aswellas,j-coordinated,7,black,white,0.503,white,0.503,brown,red,Hispanic,whites,0.3851,white,0.3851,brown,red,Hispanic,whites,0.4308,black,0.4308,brown,red,Hispanic,whites,0.519,black,0.519,brown,red,Hispanic,whites
168,or,j-coordinated,7,black,white,0.3665,white,0.3665,brown,Hispanic,Latino,gray,0.4075,white,0.4075,brown,Hispanic,Latino,gray,0.1428,gray,0.1557,brown,Hispanic,Latino,gray,0.6434,black,0.6434,brown,Hispanic,Latino,gray
169,and,j-coordinated,7,black,white,0.7632,white,0.7632,brown,blue,whites,yellow,0.2777,white,0.2777,brown,blue,whites,yellow,0.2645,black,0.2645,brown,blue,whites,yellow,0.9751,black,0.9751,brown,blue,whites,yellow
170,XnotY,j-negated,7,black,white,0.0019,specified,0.0937,available,epad,shown,visible,0.001,but,0.3608,available,epad,shown,visible,0.0013,shown,0.1781,available,epad,shown,visible,0.0004,but,0.3538,available,epad,shown,visible
171,XcommanotY,j-negated,7,black,white,0.2443,white,0.2443,brown,Hispanic,black,available,0.1966,white,0.1966,brown,Hispanic,black,available,0.1539,black,0.1539,brown,Hispanic,black,available,0.0645,black,0.0645,brown,Hispanic,black,available
172,notXbutY,j-negated,7,black,white,0.1225,brown,0.1606,white,black,grey,gray,0.389,white,0.389,white,black,grey,gray,0.0701,brown,0.0855,white,black,grey,gray,0.3013,black,0.3013,white,black,grey,gray
173,notXcommaY,j-negated,7,black,white,0.0631,but,0.086,white,nor,or,male,0.0952,white,0.0952,white,nor,or,male,0.034,but,0.0882,white,nor,or,male,0.1139,black,0.1139,white,nor,or,male
174,XandnotY,j-negated,7,black,white,0.3765,white,0.3765,brown,colored,.,Hispanic,0.1468,white,0.1468,brown,colored,.,Hispanic,0.1228,brown,0.1385,brown,colored,.,Hispanic,0.073,black,0.073,brown,colored,.,Hispanic
175,insteadof,j-negated,7,black,white,0.4652,white,0.4652,blue,gray,red,brown,0.2332,white,0.2332,blue,gray,red,brown,0.3561,black,0.3561,blue,gray,red,brown,0.3039,black,0.3039,blue,gray,red,brown
176,opposedto,j-negated,7,black,white,0.5665,white,0.5665,brown,black,red,negro,0.2349,white,0.2349,brown,black,red,negro,0.5383,black,0.5383,brown,black,red,negro,0.2311,black,0.2311,brown,black,red,negro
177,XbutnotY,restrictive,7,black,white,0.0548,brown,0.1221,white,gray,grey,black,0.0402,brown,0.1226,white,gray,grey,black,0.0361,pure,0.0801,white,gray,grey,black,0.0104,blond,0.0782,white,gray,grey,black
178,notXbutnotY,negatedX2,7,black,white,0.5615,white,0.5615,black,brown,Hispanic,Negro,0.7765,white,0.7765,black,brown,Hispanic,Negro,0.6273,black,0.6273,black,brown,Hispanic,Negro,0.6301,black,0.6301,black,brown,Hispanic,Negro
179,notonlyXbutY,additive,7,black,white,0.0523,also,0.0999,white,brown,gay,female,0.0352,gay,0.0668,white,brown,gay,female,0.0348,also,0.0813,white,brown,gay,female,0.0383,male,0.1779,white,brown,gay,female
180,notXbutjustY,restrictive,7,black,white,0.0367,black,0.0852,brown,dark,light,white,0.0427,black,0.4014,brown,dark,light,white,0.041,pale,0.0582,brown,dark,light,white,0.0649,white,0.2796,brown,dark,light,white
181,morethan,j-comparative,7,black,white,0.588,white,0.588,whites,women,black,Hispanic,0.6924,white,0.6924,whites,women,black,Hispanic,0.3412,black,0.3412,whites,women,black,Hispanic,0.1054,black,0.1054,whites,women,black,Hispanic
182,ratherthan,j-comparative,7,black,white,0.3469,white,0.3469,gray,brown,blue,grey,0.1174,brown,0.1906,gray,brown,blue,grey,0.2966,black,0.2966,gray,brown,blue,grey,0.213,black,0.213,gray,brown,blue,grey
183,between,j-distinguished,7,black,white,0.7569,white,0.7569,gray,grey,brown,whites,0.3843,white,0.3843,gray,grey,brown,whites,0.5645,black,0.5645,gray,grey,brown,whites,0.9289,black,0.9289,gray,grey,brown,whites
184,fromto,j-transitional,7,black,white,0.6421,white,0.6421,brown,gray,blue,grey,0.4094,white,0.4094,brown,gray,blue,grey,0.5673,black,0.5673,brown,gray,blue,grey,0.659,black,0.659,brown,gray,blue,grey
185,question,j-interrogative,7,black,white,0.7661,white,0.7661,brown,blue,grey,gray,0.7469,white,0.7469,brown,blue,grey,gray,0.4019,black,0.4019,brown,blue,grey,gray,0.7677,black,0.7677,brown,blue,grey,gray
186,XbutY,contrastive,7,black,white,0.0512,white,0.0512,not,light,shiny,faded,0.0503,anything,0.2305,not,light,shiny,faded,0.0332,not,0.0516,not,light,shiny,faded,0.0287,anything,0.5876,not,light,shiny,faded
187,XyetY,contrastive,7,black,white,0.0062,?,0.2274,.,unnamed,...,</s>,0.0022,not,0.9227,.,unnamed,...,</s>,0.0547,?,0.0723,.,unnamed,...,</s>,0.0013,not,0.9615,.,unnamed,...,</s>
188,versus,j-residual,7,black,white,0.8361,white,0.8361,whites,brown,black,color,0.832,white,0.832,whites,brown,black,color,0.7662,black,0.7662,whites,brown,black,color,0.8242,black,0.8242,whites,brown,black,color
189,alike,j-coordinated,8,boom,recession,0.0005,bust,0.9819,bubble,crisis,decline,boom,0.0459,bust,0.5438,bubble,crisis,decline,boom,0.0401,recovery,0.1003,bubble,crisis,decline,boom,0.3939,boom,0.3939,bubble,crisis,decline,boom
190,whether,j-coordinated,8,boom,recession,0.0016,bust,0.9812,decline,recession,contraction,bubble,0.0868,bust,0.6536,decline,recession,contraction,bubble,0.0175,not,0.5752,decline,recession,contraction,bubble,0.3057,boom,0.3057,decline,recession,contraction,bubble
191,either,j-coordinated,8,boom,recession,0.0007,bust,0.9723,decline,Bust,boom,bubble,0.0758,bust,0.4336,decline,Bust,boom,bubble,0.0091,depression,0.0608,decline,Bust,boom,bubble,0.0537,growth,0.162,decline,Bust,boom,bubble
192,neither,j-coordinated,8,boom,recession,0.0004,bust,0.9846,bubble,boom,slump,crash,0.0151,bubble,0.1635,bubble,boom,slump,crash,0.0329,depression,0.1503,bubble,boom,slump,crash,0.1057,inflation,0.1273,bubble,boom,slump,crash
193,both,j-coordinated,8,boom,recession,0.0007,bust,0.9777,decline,boom,crisis,bubble,0.0566,bust,0.445,decline,boom,crisis,bubble,0.0095,recovery,0.2959,decline,boom,crisis,bubble,0.0935,growth,0.1782,decline,boom,crisis,bubble
194,aswellas,j-coordinated,8,boom,recession,0.007,bust,0.7572,decline,bubble,crash,boom,0.1221,bust,0.2144,decline,bubble,crash,boom,0.005,inflation,0.0973,decline,bubble,crash,boom,0.0085,depression,0.1695,decline,bubble,crash,boom
195,or,j-coordinated,8,boom,recession,0.0005,bust,0.9649,decline,Bust,boom,bubble,0.0964,bubble,0.1802,decline,Bust,boom,bubble,0.0011,depression,0.2002,decline,Bust,boom,bubble,0.003,depression,0.2413,decline,Bust,boom,bubble
